rowid,orderid,orderdate,shipdate,shipmode,customerid,customername,segment_x,country,city,state,postalcode,region,productid,category,sub-category,productname,sales,quantity,discount,profit,rscore,fscore,mscore,segment_y
757,CA-2017-157961,2014-06-07,2014-06-19,Same Day,CG-73609,Lisa Davis,Consumer,United States,Nashville,Alabama,17968,South,PRD-2212,Office Supplies,Paper,Specialty Paper,1679.08,1,0.02,-155.65,1,4,2,At Risk
758,CA-2016-136002,2015-09-05,2015-09-10,First Class,CG-67344,Tom Anderson,Corporate,United States,Baltimore,Maryland,99744,East,PRD-3486,Office Supplies,Storage,Storage Item,1642.02,7,0.04,312.6,2,4,2,At Risk
759,CA-2014-146129,2014-11-29,2014-12-01,Standard Class,CG-83272,John Smith,Home Office,United States,Kansas City,Indiana,76752,Central,PRD-4276,Furniture,Bookcases,Bookcases Item,1309.11,8,0.04,260.63,2,5,2,At Risk
760,CA-2014-140685,2017-02-28,2017-03-01,First Class,CG-48628,John Smith,Corporate,United States,Denver,Oregon,62540,West,PRD-5017,Technology,Phones,Samsung Galaxy,604.65,5,0.38,-11.56,4,3,1,Loyal
761,CA-2017-159233,2015-05-08,2015-05-12,Second Class,CG-81137,Tom Anderson,Corporate,United States,Miami,Arkansas,10471,South,PRD-9955,Office Supplies,Labels,Labels Item,1434.05,6,0.38,161.47,2,4,2,At Risk
762,CA-2014-107456,2017-03-06,2017-03-20,Second Class,CG-74237,Lisa Davis,Consumer,United States,New York,Massachusetts,87609,East,PRD-9700,Technology,Machines,Machines Item,153.8,9,0.25,-16.95,4,4,1,Loyal
763,CA-2016-137627,2016-03-07,2016-03-16,Standard Class,CG-34874,Jane Doe,Home Office,United States,Kansas City,Michigan,76036,Central,PRD-2114,Office Supplies,Binders,3-Ring Binder,3020.81,5,0.48,818.64,3,2,3,Regular
764,CA-2014-184497,2017-10-18,2017-10-25,Second Class,CG-84278,David Brown,Corporate,United States,Miami,Florida,48844,South,PRD-6918,Technology,Machines,Machines Item,3260.53,8,0.5,-307.53,5,5,4,Champion
765,CA-2014-180610,2017-01-12,2017-01-24,Same Day,CG-34461,John Smith,Home Office,United States,Atlanta,Kentucky,32427,South,PRD-6263,Office Supplies,Paper,Copy Paper,2563.91,7,0.05,-374.18,4,2,3,Regular
766,CA-2017-160648,2015-11-11,2015-11-17,Same Day,CG-81253,Sarah Williams,Home Office,United States,Hartford,Connecticut,41223,East,PRD-6934,Office Supplies,Paper,Cardstock,2034.4,1,0.48,-379.16,3,4,3,Loyal
767,CA-2014-158947,2016-02-26,2016-03-05,Standard Class,CG-55569,Chris Wilson,Consumer,United States,Miami,Alabama,46406,South,PRD-5243,Office Supplies,Paper,Specialty Paper,932.31,10,0.43,125.89,3,3,1,Loyal
768,CA-2015-142143,2014-10-14,2014-10-26,First Class,CG-52425,Kate Taylor,Consumer,United States,Boston,Maine,94202,East,PRD-1379,Office Supplies,Labels,Labels Item,217.88,5,0.39,8.03,1,3,1,At Risk
769,CA-2017-165715,2017-11-12,2017-11-14,Second Class,CG-71393,Chris Wilson,Consumer,United States,Hartford,Delaware,25228,East,PRD-7730,Furniture,Chairs,Ergonomic Chair,4025.13,5,0.36,462.45,5,4,4,Champion
770,CA-2015-108109,2014-06-10,2014-06-20,Second Class,CG-46087,Lisa Davis,Corporate,United States,Milwaukee,Iowa,58380,Central,PRD-8968,Office Supplies,Storage,Storage Item,3716.64,2,0.26,1312.56,1,2,4,At Risk
771,CA-2017-113566,2016-10-22,2016-10-24,First Class,CG-88470,Chris Wilson,Corporate,United States,Nashville,Alabama,44608,South,PRD-7119,Furniture,Chairs,Ergonomic Chair,4372.43,3,0.0,1381.28,4,5,5,Champion
772,CA-2016-193626,2015-12-10,2015-12-19,First Class,CG-82682,Chris Wilson,Home Office,United States,Hartford,Maryland,48652,East,PRD-1525,Furniture,Furnishings,Furnishings Item,1008.71,9,0.46,147.13,3,4,2,Loyal
773,CA-2014-166132,2014-04-20,2014-04-23,First Class,CG-31016,Chris Wilson,Corporate,United States,Atlanta,Alabama,56593,South,PRD-9827,Technology,Machines,Machines Item,2855.33,4,0.1,-11.47,1,2,3,At Risk
774,CA-2015-105130,2014-07-20,2014-07-31,First Class,CG-19027,Chris Wilson,Consumer,United States,New York,Maine,43552,East,PRD-6468,Office Supplies,Pens,Pens Item,3738.89,4,0.01,-445.75,1,1,4,At Risk
775,CA-2015-192749,2016-06-14,2016-06-28,Second Class,CG-79617,Tom Anderson,Corporate,United States,Milwaukee,Michigan,23951,Central,PRD-2237,Technology,Phones,Google Pixel,4166.32,4,0.41,657.42,3,4,5,Loyal
776,CA-2017-157595,2015-04-21,2015-04-28,Same Day,CG-30319,Sarah Williams,Home Office,United States,Phoenix,Colorado,82204,West,PRD-2840,Technology,Phones,Google Pixel,3374.29,8,0.29,85.53,2,2,4,At Risk
777,CA-2015-147696,2014-06-05,2014-06-07,Standard Class,CG-68901,Mike Johnson,Corporate,United States,New York,Maryland,52501,East,PRD-2437,Technology,Computers,Apple MacBook,4434.39,3,0.17,-841.34,1,4,5,At Risk
778,CA-2016-137079,2015-11-29,2015-12-09,Standard Class,CG-48754,Amy Martinez,Corporate,United States,Nashville,Arkansas,92549,South,PRD-4127,Technology,Accessories,Accessories Item,4091.12,2,0.21,1202.56,3,3,5,Loyal
779,CA-2017-153578,2017-05-24,2017-06-03,First Class,CG-44517,Mike Johnson,Home Office,United States,Denver,California,40372,West,PRD-5536,Furniture,Furnishings,Furnishings Item,1811.08,9,0.27,-151.78,5,5,5,Champion
780,CA-2016-188984,2017-06-11,2017-06-12,Same Day,CG-80989,Sarah Williams,Home Office,United States,San Francisco,Colorado,72784,West,PRD-3493,Office Supplies,Storage,Storage Item,281.29,9,0.42,86.67,5,4,1,Loyal
781,CA-2014-182691,2017-05-04,2017-05-11,Second Class,CG-58118,Tom Anderson,Corporate,United States,Detroit,Kansas,70213,Central,PRD-2196,Technology,Machines,Machines Item,3134.33,6,0.26,1243.51,5,3,4,Loyal
782,CA-2016-108639,2016-03-23,2016-04-03,Second Class,CG-69517,Chris Wilson,Consumer,United States,New York,Delaware,84666,East,PRD-8439,Furniture,Bookcases,Bookcases Item,2838.56,7,0.01,28.34,3,4,3,Loyal
783,CA-2016-112387,2015-10-31,2015-11-03,Standard Class,CG-10094,Lisa Davis,Consumer,United States,Seattle,California,12758,West,PRD-1351,Technology,Accessories,Accessories Item,4423.06,7,0.34,125.16,3,1,5,Regular
784,CA-2017-137243,2014-03-02,2014-03-06,First Class,CG-93627,Chris Wilson,Consumer,United States,Miami,Arkansas,61668,South,PRD-5813,Office Supplies,Labels,Labels Item,1269.14,7,0.17,348.49,1,5,2,At Risk
785,CA-2016-194861,2017-07-22,2017-07-27,Same Day,CG-76316,Mike Johnson,Consumer,United States,New York,Connecticut,19443,East,PRD-1309,Furniture,Furnishings,Furnishings Item,2560.39,10,0.32,732.99,5,4,3,Loyal
786,CA-2015-143694,2015-07-14,2015-07-19,Standard Class,CG-59681,David Brown,Corporate,United States,Denver,California,94557,West,PRD-7998,Furniture,Tables,Training Table,1556.41,6,0.25,376.01,2,3,2,At Risk
787,CA-2014-176380,2016-07-11,2016-07-25,Same Day,CG-34318,Mike Johnson,Corporate,United States,Phoenix,Arizona,27995,West,PRD-4651,Furniture,Bookcases,Bookcases Item,1089.95,5,0.36,-217.18,4,2,2,Regular
788,CA-2015-145851,2016-10-01,2016-10-07,First Class,CG-12453,Mike Johnson,Home Office,United States,Chicago,Michigan,59528,Central,PRD-9722,Technology,Machines,Machines Item,912.79,2,0.41,327.16,4,1,1,Regular
789,CA-2016-185990,2015-04-13,2015-04-26,First Class,CG-91229,John Smith,Home Office,United States,Los Angeles,Arizona,11776,West,PRD-6810,Office Supplies,Paper,Specialty Paper,1676.32,4,0.3,384.55,2,5,2,At Risk
790,CA-2017-116901,2015-12-30,2016-01-06,Standard Class,CG-57720,Jane Doe,Corporate,United States,Detroit,Indiana,20957,Central,PRD-3429,Technology,Computers,Dell Laptop,2502.97,3,0.48,353.72,3,3,3,Loyal
791,CA-2014-140577,2017-02-06,2017-02-18,First Class,CG-91290,John Smith,Consumer,United States,Nashville,Arkansas,11769,South,PRD-3975,Furniture,Bookcases,Bookcases Item,3602.51,10,0.45,25.73,4,5,4,Champion
792,CA-2017-184343,2016-02-08,2016-02-22,Same Day,CG-41298,Mike Johnson,Home Office,United States,Milwaukee,Illinois,54353,Central,PRD-1646,Furniture,Chairs,Ergonomic Chair,3602.65,8,0.46,963.82,3,2,4,Regular
793,CA-2016-116750,2016-06-03,2016-06-15,Same Day,CG-52034,Amy Martinez,Home Office,United States,Detroit,Indiana,72970,Central,PRD-2134,Furniture,Bookcases,Bookcases Item,2294.84,2,0.44,344.4,3,3,3,Loyal
794,CA-2014-184675,2015-01-16,2015-01-22,Standard Class,CG-18302,Chris Wilson,Corporate,United States,Seattle,California,53483,West,PRD-4770,Office Supplies,Pens,Pens Item,1959.86,6,0.34,576.39,2,1,2,At Risk
795,CA-2017-166648,2017-10-24,2017-10-30,First Class,CG-96283,Mike Johnson,Corporate,United States,San Francisco,California,17323,West,PRD-5963,Technology,Computers,Dell Laptop,3771.75,1,0.2,1002.6,5,5,4,Champion
796,CA-2016-102389,2017-04-14,2017-04-22,Second Class,CG-80642,Jane Doe,Consumer,United States,Atlanta,Kentucky,12779,South,PRD-5441,Furniture,Furnishings,Furnishings Item,4604.89,7,0.3,-288.64,5,4,5,Champion
797,CA-2016-140483,2017-09-15,2017-09-20,First Class,CG-60789,Mike Johnson,Corporate,United States,Milwaukee,Illinois,48894,Central,PRD-1447,Furniture,Tables,Training Table,2406.08,7,0.17,173.82,5,3,3,Loyal
798,CA-2015-128074,2016-02-18,2016-02-22,Standard Class,CG-34886,Chris Wilson,Home Office,United States,Kansas City,Michigan,28590,Central,PRD-3017,Furniture,Furnishings,Furnishings Item,2987.73,7,0.44,-343.21,3,2,3,Regular
799,CA-2016-163736,2014-06-25,2014-06-27,Standard Class,CG-78690,Amy Martinez,Home Office,United States,Chicago,Indiana,39710,Central,PRD-4417,Office Supplies,Binders,Presentation Binder,3977.07,3,0.04,-340.22,1,4,4,At Risk
800,CA-2015-129693,2017-06-20,2017-06-24,Second Class,CG-99551,Kate Taylor,Consumer,United States,San Francisco,Nevada,56309,West,PRD-8185,Office Supplies,Binders,Presentation Binder,3338.45,7,0.3,1205.52,5,5,4,Champion
801,CA-2015-120308,2015-08-28,2015-08-31,Standard Class,CG-75214,Chris Wilson,Consumer,United States,Dallas,Arkansas,24733,South,PRD-7234,Office Supplies,Paper,Copy Paper,4689.75,8,0.4,608.81,2,4,5,At Risk
802,CA-2014-138770,2015-05-20,2015-06-02,Standard Class,CG-82281,Kate Taylor,Consumer,United States,Los Angeles,California,39428,West,PRD-3868,Technology,Phones,iPhone,397.59,1,0.44,49.22,2,4,1,At Risk
803,CA-2014-166543,2017-12-31,2018-01-13,Second Class,CG-30202,Mike Johnson,Corporate,United States,Indianapolis,Iowa,19999,Central,PRD-4434,Technology,Phones,iPhone,545.24,6,0.32,17.68,5,1,1,Regular
804,CA-2014-186760,2014-05-31,2014-06-10,Second Class,CG-90352,Amy Martinez,Corporate,United States,Houston,Alabama,21115,South,PRD-6871,Furniture,Furnishings,Furnishings Item,11.35,6,0.29,2.92,1,5,1,At Risk
805,CA-2016-181006,2014-06-18,2014-06-20,Same Day,CG-47110,Tom Anderson,Consumer,United States,Detroit,Michigan,33339,Central,PRD-7801,Technology,Machines,Machines Item,165.69,2,0.05,-20.18,1,3,1,At Risk
806,CA-2015-178282,2015-07-03,2015-07-06,Standard Class,CG-52283,Chris Wilson,Home Office,United States,Seattle,Oregon,88592,West,PRD-9305,Furniture,Tables,Conference Table,259.64,5,0.15,79.92,2,3,1,At Risk
807,CA-2017-120218,2014-11-12,2014-11-14,Second Class,CG-63713,Tom Anderson,Home Office,United States,New York,Maryland,97460,East,PRD-5182,Office Supplies,Storage,Storage Item,65.95,4,0.12,-2.93,1,3,1,At Risk
808,CA-2015-123703,2016-02-18,2016-02-21,Same Day,CG-94004,Amy Martinez,Corporate,United States,Houston,Kentucky,55663,South,PRD-1264,Technology,Phones,Samsung Galaxy,1378.41,8,0.26,-213.7,3,5,2,Loyal
809,CA-2015-194526,2017-12-28,2018-01-05,Standard Class,CG-52208,Chris Wilson,Home Office,United States,Kansas City,Iowa,96734,Central,PRD-7881,Furniture,Furnishings,Furnishings Item,10.05,8,0.17,2.47,5,3,1,Loyal
810,CA-2017-105726,2017-07-22,2017-07-30,Second Class,CG-24478,Lisa Davis,Corporate,United States,Atlanta,Florida,10285,South,PRD-6904,Office Supplies,Binders,Presentation Binder,2230.85,7,0.01,-237.13,5,1,3,Regular
811,CA-2017-147749,2014-11-12,2014-11-18,Standard Class,CG-22616,Sarah Williams,Home Office,United States,Philadelphia,Delaware,29369,East,PRD-5926,Office Supplies,Binders,Presentation Binder,3646.45,10,0.07,-421.14,1,1,4,At Risk
812,CA-2015-158222,2016-03-08,2016-03-15,Same Day,CG-78576,Mike Johnson,Corporate,United States,Denver,Nevada,18822,West,PRD-7384,Furniture,Chairs,Ergonomic Chair,4806.43,4,0.5,428.31,3,4,5,Loyal
813,CA-2016-198617,2015-10-11,2015-10-13,First Class,CG-96362,Chris Wilson,Corporate,United States,Kansas City,Michigan,46500,Central,PRD-6296,Office Supplies,Binders,Presentation Binder,495.19,7,0.1,-83.05,3,5,1,Loyal
814,CA-2017-130671,2016-01-09,2016-01-18,Standard Class,CG-18739,Kate Taylor,Home Office,United States,Philadelphia,Connecticut,26716,East,PRD-3905,Furniture,Tables,Conference Table,1846.57,7,0.41,-232.91,3,1,2,Regular
815,CA-2015-140562,2014-08-07,2014-08-13,Standard Class,CG-15737,John Smith,Home Office,United States,Philadelphia,Maryland,51853,East,PRD-9497,Technology,Phones,iPhone,3232.4,4,0.08,544.82,1,1,4,At Risk
816,CA-2017-125430,2014-07-07,2014-07-20,Standard Class,CG-27009,Kate Taylor,Corporate,United States,Denver,Nevada,64256,West,PRD-8697,Furniture,Tables,Computer Table,4854.99,5,0.11,425.23,1,1,5,At Risk
817,CA-2016-188907,2014-01-11,2014-01-15,Standard Class,CG-33414,Amy Martinez,Home Office,United States,Miami,Arkansas,60224,South,PRD-4437,Furniture,Chairs,Ergonomic Chair,3711.81,4,0.3,499.3,1,2,4,At Risk
818,CA-2017-160513,2015-09-24,2015-10-02,Second Class,CG-14099,Sarah Williams,Consumer,United States,Denver,Oregon,80614,West,PRD-7089,Technology,Machines,Machines Item,1870.38,10,0.07,-62.17,3,1,2,Regular
819,CA-2016-150052,2016-06-29,2016-07-04,First Class,CG-36486,Tom Anderson,Corporate,United States,Phoenix,Oregon,40161,West,PRD-3580,Technology,Accessories,Accessories Item,1407.09,3,0.12,-140.97,3,2,2,Regular
820,CA-2017-121241,2016-01-08,2016-01-16,Standard Class,CG-24031,David Brown,Home Office,United States,Phoenix,Arizona,65291,West,PRD-9496,Office Supplies,Paper,Copy Paper,3271.59,6,0.14,561.58,3,1,4,Regular
821,CA-2015-179254,2015-07-07,2015-07-12,Second Class,CG-73618,Chris Wilson,Home Office,United States,New York,Connecticut,57409,East,PRD-2792,Furniture,Tables,Training Table,1494.37,3,0.17,98.43,2,4,2,At Risk
822,CA-2015-132768,2014-07-29,2014-08-12,First Class,CG-35115,Tom Anderson,Home Office,United States,Chicago,Indiana,57500,Central,PRD-4343,Furniture,Chairs,Task Chair,184.61,10,0.04,43.0,1,2,1,At Risk
823,CA-2014-184040,2014-09-29,2014-10-01,Same Day,CG-22943,Kate Taylor,Consumer,United States,Los Angeles,California,17808,West,PRD-7114,Office Supplies,Storage,Storage Item,609.18,6,0.13,-90.63,1,1,1,At Risk
824,CA-2017-148655,2014-06-28,2014-06-30,Same Day,CG-14170,Lisa Davis,Corporate,United States,Miami,Florida,48626,South,PRD-6260,Office Supplies,Labels,Labels Item,717.77,10,0.02,39.99,1,1,1,At Risk
825,CA-2014-193244,2015-01-19,2015-01-22,Same Day,CG-84843,John Smith,Consumer,United States,Phoenix,California,65191,West,PRD-1466,Furniture,Chairs,Task Chair,2290.07,7,0.37,353.79,2,5,3,At Risk
826,CA-2014-137363,2016-06-01,2016-06-14,Same Day,CG-94115,John Smith,Home Office,United States,New York,Delaware,17322,East,PRD-3364,Office Supplies,Binders,Sheet Protectors,4661.91,2,0.37,221.0,3,5,5,Loyal
827,CA-2014-121012,2016-07-08,2016-07-19,Same Day,CG-60934,Kate Taylor,Consumer,United States,New York,Connecticut,59474,East,PRD-7177,Office Supplies,Binders,Sheet Protectors,4916.58,2,0.07,-599.86,4,3,5,Loyal
828,CA-2016-158893,2017-02-14,2017-02-19,First Class,CG-96235,Amy Martinez,Consumer,United States,Indianapolis,Kansas,17088,Central,PRD-2640,Technology,Computers,Dell Laptop,4573.68,2,0.27,1445.31,4,5,5,Champion
829,CA-2015-157340,2017-02-10,2017-02-24,Standard Class,CG-74213,Lisa Davis,Corporate,United States,Chicago,Michigan,72498,Central,PRD-4648,Furniture,Bookcases,Bookcases Item,610.42,2,0.47,72.41,4,4,1,Loyal
830,CA-2014-129102,2016-11-15,2016-11-27,Same Day,CG-78920,Jane Doe,Corporate,United States,New York,Connecticut,57873,East,PRD-2086,Furniture,Furnishings,Furnishings Item,3187.18,1,0.02,1169.99,4,4,4,Champion
831,CA-2017-145820,2016-04-15,2016-04-27,Standard Class,CG-91785,Kate Taylor,Home Office,United States,New York,Connecticut,20101,East,PRD-8609,Furniture,Furnishings,Furnishings Item,4762.6,3,0.18,-646.65,3,5,5,Loyal
832,CA-2014-154381,2014-07-31,2014-08-10,Standard Class,CG-87371,Amy Martinez,Consumer,United States,Kansas City,Michigan,29623,Central,PRD-8215,Office Supplies,Labels,Labels Item,3965.89,9,0.01,-33.07,1,5,4,At Risk
833,CA-2014-151964,2014-02-23,2014-02-24,Standard Class,CG-43546,Jane Doe,Corporate,United States,New York,Maryland,79133,East,PRD-8802,Furniture,Chairs,Task Chair,4402.65,7,0.4,1636.68,1,2,5,At Risk
834,CA-2016-130903,2014-07-03,2014-07-07,Standard Class,CG-16433,Mike Johnson,Consumer,United States,Dallas,Georgia,54215,South,PRD-3100,Office Supplies,Pens,Pens Item,4660.9,8,0.12,-488.65,1,1,5,At Risk
835,CA-2017-110696,2015-12-26,2016-01-09,Standard Class,CG-58018,Tom Anderson,Consumer,United States,Seattle,Arizona,24583,West,PRD-6989,Office Supplies,Labels,Labels Item,881.16,2,0.47,288.27,3,3,1,Loyal
836,CA-2016-129430,2017-02-09,2017-02-23,First Class,CG-38930,David Brown,Corporate,United States,Boston,Connecticut,89190,East,PRD-9074,Technology,Phones,Samsung Galaxy,571.81,3,0.21,102.38,4,2,1,Regular
837,CA-2014-141770,2014-07-10,2014-07-16,Standard Class,CG-89423,Amy Martinez,Corporate,United States,New York,Massachusetts,11424,East,PRD-4593,Technology,Computers,Dell Laptop,3626.8,1,0.48,-708.87,1,5,4,At Risk
838,CA-2014-193677,2017-05-07,2017-05-10,First Class,CG-19289,Tom Anderson,Corporate,United States,Denver,Nevada,82634,West,PRD-4695,Technology,Computers,Dell Laptop,2281.67,1,0.37,503.61,5,1,3,Regular
839,CA-2016-119142,2017-05-09,2017-05-11,First Class,CG-11715,Jane Doe,Home Office,United States,Nashville,Kentucky,50112,South,PRD-2553,Technology,Phones,Google Pixel,4433.34,8,0.26,1418.1,5,1,5,Regular
840,CA-2015-105020,2015-10-27,2015-11-08,Standard Class,CG-37359,Tom Anderson,Corporate,United States,New York,Maryland,45628,East,PRD-5625,Technology,Accessories,Accessories Item,3477.64,3,0.05,-627.96,3,2,4,Regular
841,CA-2016-161925,2016-02-28,2016-03-03,First Class,CG-95950,Kate Taylor,Consumer,United States,Kansas City,Michigan,26401,Central,PRD-4706,Technology,Phones,iPhone,1372.94,1,0.37,-226.28,3,5,2,Loyal
842,CA-2015-199462,2014-01-26,2014-02-01,Same Day,CG-74409,Jane Doe,Corporate,United States,Hartford,Maryland,17339,East,PRD-5933,Office Supplies,Paper,Specialty Paper,122.57,3,0.21,-23.27,1,4,1,At Risk
843,CA-2017-158799,2015-08-21,2015-08-28,Same Day,CG-20480,Sarah Williams,Corporate,United States,New York,Maryland,83307,East,PRD-9518,Office Supplies,Storage,Storage Item,2820.52,5,0.42,50.52,2,1,3,At Risk
844,CA-2014-110384,2016-04-27,2016-05-06,Same Day,CG-71349,Amy Martinez,Home Office,United States,Kansas City,Kansas,51050,Central,PRD-3157,Technology,Machines,Machines Item,325.79,6,0.47,111.76,3,4,1,Loyal
845,CA-2014-133544,2016-03-05,2016-03-06,Standard Class,CG-93744,Jane Doe,Home Office,United States,San Francisco,Nevada,17165,West,PRD-7140,Office Supplies,Storage,Storage Item,3462.09,6,0.47,1294.66,3,5,4,Loyal
846,CA-2015-119597,2014-06-23,2014-07-04,Same Day,CG-17956,Tom Anderson,Consumer,United States,Miami,Georgia,45378,South,PRD-1560,Technology,Computers,Apple MacBook,1085.22,10,0.44,150.47,1,1,2,At Risk
847,CA-2017-114573,2017-02-19,2017-02-24,Second Class,CG-57307,Kate Taylor,Home Office,United States,Chicago,Illinois,57540,Central,PRD-1786,Technology,Accessories,Accessories Item,1993.72,2,0.03,520.46,4,3,2,Loyal
848,CA-2016-131147,2015-05-13,2015-05-18,Second Class,CG-83140,David Brown,Consumer,United States,Miami,Alabama,46989,South,PRD-3342,Furniture,Tables,Conference Table,1893.35,1,0.44,134.21,2,4,2,At Risk
849,CA-2016-115970,2017-03-17,2017-03-31,Second Class,CG-64519,Kate Taylor,Home Office,United States,Boston,Massachusetts,18561,East,PRD-3652,Technology,Phones,iPhone,195.43,3,0.18,10.54,4,3,1,Loyal
850,CA-2014-131252,2016-12-03,2016-12-06,Same Day,CG-58374,John Smith,Consumer,United States,Boston,Massachusetts,50516,East,PRD-1191,Office Supplies,Pens,Pens Item,2168.11,5,0.2,589.95,4,3,3,Loyal
851,CA-2017-183748,2014-12-14,2014-12-15,First Class,CG-17641,Lisa Davis,Consumer,United States,New York,Massachusetts,93674,East,PRD-8927,Technology,Accessories,Accessories Item,2333.85,6,0.3,405.49,2,1,3,At Risk
852,CA-2017-108232,2017-11-04,2017-11-11,Second Class,CG-90862,Tom Anderson,Home Office,United States,Indianapolis,Indiana,21146,Central,PRD-7646,Office Supplies,Paper,Specialty Paper,883.36,2,0.41,19.9,5,5,1,Loyal
853,CA-2014-165513,2016-02-19,2016-03-04,First Class,CG-44840,John Smith,Consumer,United States,Kansas City,Michigan,15987,Central,PRD-5305,Office Supplies,Paper,Cardstock,76.21,1,0.38,11.74,3,2,1,Regular
854,CA-2014-182831,2014-12-14,2014-12-22,First Class,CG-79339,Amy Martinez,Home Office,United States,Chicago,Iowa,50449,Central,PRD-2930,Technology,Accessories,Accessories Item,4488.07,10,0.19,1198.44,2,4,5,At Risk
855,CA-2015-194181,2014-10-12,2014-10-21,Standard Class,CG-15328,Amy Martinez,Corporate,United States,Indianapolis,Iowa,62184,Central,PRD-9429,Technology,Machines,Machines Item,3286.48,2,0.34,28.98,1,1,4,At Risk
856,CA-2015-138177,2015-07-05,2015-07-17,Second Class,CG-19225,Tom Anderson,Corporate,United States,Baltimore,Maine,56640,East,PRD-4052,Office Supplies,Pens,Pens Item,4797.55,1,0.04,-139.0,2,1,5,At Risk
857,CA-2017-100205,2015-09-09,2015-09-18,Standard Class,CG-49833,Amy Martinez,Home Office,United States,Philadelphia,Connecticut,63383,East,PRD-8984,Office Supplies,Pens,Pens Item,4383.12,10,0.47,1341.69,2,3,5,At Risk
858,CA-2016-131531,2015-07-04,2015-07-08,Standard Class,CG-20215,Kate Taylor,Corporate,United States,Detroit,Michigan,13104,Central,PRD-2581,Technology,Accessories,Accessories Item,3552.41,1,0.11,1305.38,2,1,4,At Risk
859,CA-2017-124551,2016-10-06,2016-10-08,Standard Class,CG-38298,Lisa Davis,Corporate,United States,Phoenix,Nevada,14903,West,PRD-9504,Technology,Machines,Machines Item,3597.17,4,0.48,-177.09,4,2,4,Regular
860,CA-2014-168614,2014-10-26,2014-11-03,Same Day,CG-78089,Chris Wilson,Home Office,United States,Miami,Arkansas,99440,South,PRD-7988,Office Supplies,Binders,Presentation Binder,1021.47,3,0.38,311.49,1,4,2,At Risk
861,CA-2016-108870,2014-05-10,2014-05-12,Standard Class,CG-22729,Lisa Davis,Home Office,United States,Los Angeles,Arizona,40352,West,PRD-3068,Technology,Phones,Google Pixel,1343.75,7,0.13,-158.41,1,1,2,At Risk
862,CA-2014-151177,2014-12-09,2014-12-22,First Class,CG-23267,David Brown,Home Office,United States,New York,Delaware,75748,East,PRD-2820,Furniture,Tables,Training Table,3359.5,8,0.17,960.99,2,1,4,At Risk
863,CA-2017-105706,2016-06-09,2016-06-22,Second Class,CG-40279,David Brown,Corporate,United States,Miami,Georgia,54436,South,PRD-3069,Furniture,Bookcases,Bookcases Item,4816.32,2,0.03,371.09,3,2,5,Regular
864,CA-2017-148929,2015-07-20,2015-07-23,First Class,CG-79685,Mike Johnson,Consumer,United States,Nashville,Florida,66479,South,PRD-8414,Office Supplies,Pens,Pens Item,948.47,5,0.21,-188.14,2,4,2,At Risk
865,CA-2016-197952,2016-05-12,2016-05-14,Second Class,CG-60506,John Smith,Home Office,United States,Detroit,Kansas,37370,Central,PRD-2359,Office Supplies,Labels,Labels Item,3451.48,10,0.28,-598.92,3,3,4,Loyal
866,CA-2014-146805,2015-09-06,2015-09-07,Same Day,CG-34832,Kate Taylor,Home Office,United States,Milwaukee,Indiana,92285,Central,PRD-9370,Technology,Computers,HP Desktop,4053.67,5,0.22,-666.26,2,2,4,At Risk
867,CA-2014-145193,2016-09-18,2016-09-19,Second Class,CG-35312,David Brown,Corporate,United States,Los Angeles,Arizona,28693,West,PRD-4634,Furniture,Tables,Computer Table,4979.23,10,0.05,-641.79,4,2,5,Regular
868,CA-2015-196068,2014-06-07,2014-06-21,Second Class,CG-78969,Kate Taylor,Consumer,United States,Atlanta,Kentucky,75393,South,PRD-6798,Furniture,Tables,Computer Table,230.17,9,0.31,62.18,1,4,1,At Risk
869,CA-2014-176271,2016-01-10,2016-01-23,Second Class,CG-96098,David Brown,Consumer,United States,Indianapolis,Kansas,32245,Central,PRD-9692,Technology,Computers,Apple MacBook,2820.43,2,0.24,-356.55,3,5,3,Loyal
870,CA-2016-117486,2015-05-31,2015-06-04,Second Class,CG-42605,John Smith,Consumer,United States,Atlanta,Arkansas,46715,South,PRD-6941,Technology,Phones,Google Pixel,4286.42,10,0.38,-324.35,2,2,5,At Risk
871,CA-2014-146176,2015-05-21,2015-05-24,First Class,CG-84714,Amy Martinez,Home Office,United States,Atlanta,Florida,19323,South,PRD-9697,Technology,Computers,Apple MacBook,2799.13,5,0.32,794.0,2,5,3,At Risk
872,CA-2016-184252,2017-07-04,2017-07-08,Second Class,CG-91962,Kate Taylor,Corporate,United States,Philadelphia,Maryland,72031,East,PRD-3600,Furniture,Bookcases,Bookcases Item,3517.71,3,0.07,851.32,5,5,5,Champion
873,CA-2015-189742,2016-10-12,2016-10-26,Standard Class,CG-33448,Mike Johnson,Corporate,United States,Miami,Georgia,26248,South,PRD-4707,Furniture,Tables,Computer Table,3961.9,2,0.11,188.36,4,2,4,Regular
874,CA-2017-191146,2017-05-01,2017-05-08,Second Class,CG-83193,Kate Taylor,Corporate,United States,Seattle,Arizona,47568,West,PRD-7947,Technology,Computers,Apple MacBook,3580.69,8,0.26,-222.32,5,5,4,Champion
875,CA-2017-182802,2017-06-16,2017-06-22,Standard Class,CG-83156,John Smith,Corporate,United States,Phoenix,Nevada,99205,West,PRD-1801,Furniture,Bookcases,Bookcases Item,3715.2,10,0.13,258.56,5,4,4,Champion
